OldUnidad,T263,T290,T298,T322,T325,T337,T346,T349,T361,T363,T364,T365,T366,T368,T370,T372,T374,T375,T376,T377,T381,T382,T383,T384,T387,T388,T390,T392,T393,T394,T396,T399,T402,T407,T408,T409,T410,T412,T414,T415,T416,T417,T419,T421,T423,T424,T427,T428,T431,T433,T435,T436,T437,T440,T441,T443,T444,T445,T446,T447,T448,T449,T450,T451,T452,T453,T454,T455,T456,T457,T458,T459,T461,T462,T463,T464,T465,T466,T467,T468,T469,T470,T471,T472,T473,T474,T475,T476,T477,T478,T479,T480,T481,T482,T483,T484,T485,T486,T487,T488,T489,T491,T493,T494,T495,T497,T498,T500,T501,T502,T504,T505,T506,T509,T510,T511,T513,T516,T517,T518,T519,T520,T521,T522,T523,T524,T525,T526,T527,T528,T529,T530,T532,T533,T534,T535,T536,T537,T538,T539,T540,T541,T542,T543,T544,T545,T546,T548,T549,T550,T551,T552,T553,T554,T555,T556,T557,T558,T559,T560,T561,T562,T563,T564,T565,T566,T567,T568,T569,T570,T571,T572,T573,T574,T575,T576,T577,T578,T579,T580,T581,T582,T583,T584,T585,T586,T587,T588,T589,T591,T592,T593,T594,T595,T596,T597,T598,T599,T600,T601,T602,T603,T604,T605,T606,T607,T609,T610,T611,T612,T613,T614,T615,T616,T617,T618,T619,T620,T621,T622,T623,T624,T625,T626,T627,T628,T629,T630,T631,T632,T633,T634,T635,T636,T637,T638,T639,T640,T641,T644,T645,T646,T647,T648,T650,T651,T652,T653,T654,T655,T656,T657,T658,T659,T660,T661,T662,T663,T665,T666,T669,T670,T671,T672,T673,T674,T675,T676,T677,T678,T679,T680,T681,T682,T683,T684,T685,T686,T687,T688,T689,T690,T691,T692,T693,T694,T695,T696,T697,T698,T699,T700,T701,T702,T703,T704,T705,T706,T707,T708,T709,T710,T711,T712,T713,T714,T715,T716,T717,T728,T738,T739,T740,T741,T742,T743,T744,T745,T746,T747,T748,T749,T750,T751,T752,T753,T754,T755,T756,T757,T759,T760,T761,T762,T763,T764,T765,T766,T767,T768,T769,T770,T771,T772,T773,T774,T775,T776,T777,T778,T779,T780,T781,T782,T783,T784,T785,T787,T788,T789,T790,T791,T792,T793,T794,T795,T796,T797,T804,T805,T806,T807,T808
T730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,2,1,0,1,1,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,2,2,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,3,1,1,3,1,0,4,1,1,1,2,3,2,1,0,0,1,0,0,1,1,3,2,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,3,1,1,1,1,0,0,3,0,2,2,2,0,1,0,1,1,2,3,1,1,1,0,3,2,1,1,1,1,1,2,1,0,1,2,0,1,1,0,2,3,1,3,1,0,0,2,2,0,1,1,1,3,1,1,0,1,0,2,2,3,3,0,1,3,5,1,1,1,0,0,0,0,1,4,0,1,1,0,1,4,4,1,0,2,2,1,2,0,1,1,1,2,0,2,1,1,3,1,3,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,0
T732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,2,2,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,2,3,1,3,2,0,1,2,1,0,1,1,1,2,5,3,1,0,3,1,1,0,1,2,0,1,1,3,2,2,2,2,2,2,1,1,1,3,4,5,4,2,5,4,8,4,4,2,5,2,6,4,1,1,1,2,8,4,4,3,2,2,2,3,3,5,4,3,2,3,3,4,2,3,2,0,3,0,4,2,2,1,4,1,1,4,2,2,1,4,3,2,0,2,3,0,1,1,2,3,0,1,1,1,0,0,1,1,3,0,0,2,1,1,2,1,0,3,2,1,1,0,2,2,2,1,1,0,1,1,0,1,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,2,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,1,2,1,1,1,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,1,0,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,2,2,0,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,2,0,1,1,2,3,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,0,0,1,4,0,1,1,2,0,0,1,0,0,3,1,1,2,1,1,1,3,1,2,0,3,2,3,2,1,3,2,3,0,6,6,3,1,4,2,0,3,2,1,4,2,2,3,3,3,1,4,1,3,2,1,2,2,1,1,3,1,2,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
T738,44,43,34,36,23,18,14,17,14,10,7,8,7,10,11,13,11,13,11,13,13,14,8,4,8,7,4,8,8,6,5,10,8,10,7,6,6,4,1,2,4,4,4,2,2,4,4,2,4,0,3,1,0,1,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T739,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,3,3,3,4,2,0,0,0,0,2,2,0,0,1,1,0,0,0,0,0,0,0,1,2,2,2,1,0,0,2,3,2,3,1,0,3,5,9,9,8,6,4,5,5,2,1,1,4,5,6,4,4,4,3,3,4,3,1,0,1,2,3,1,0,1,2,1,1,3,1,1,2,1,0,0,0,0,0,1,2,2,1,2,2,3,2,4,6,8,5,1,1,1,2,2,2,3,4,6,4,1,2,1,0,1,1,1,3,2,2,3,1,2,3,1,2,2,2,2,4,4,3,2,0,0,1,4,4,4,3,3,5,6,2,1,2,1,1,0,0,2,3,3,2,0,0,1,1,0,0,0,0,0,0,1,2,1,0,1,1,1,2,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T740,2,3,3,5,10,9,3,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,3,3,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,2,4,2,0,4,4,2,2,3,3,4,4,5,5,4,2,2,5,6,4,3,1,1,1,2,4,2,2,0,2,5,4,3,3,1,2,1,2,2,0,0,1,2,4,3,3,1,0,1,0,2,3,4,4,3,5,5,2,2,2,1,0,3,4,4,5,3,4,2,5,3,2,6,6,6,4,1,1,3,1,1,3,3,2,2,2,4,3,4,4,5,1,2,2,2,4,3,4,2,2,4,3,2,2,3,2,1,0,0,1,1,0,2,2,1,1,1,1,1,0,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T741,0,1,2,2,0,3,5,10,15,13,14,16,17,13,10,8,4,3,5,2,3,5,4,10,14,13,10,11,11,12,11,9,9,8,10,5,6,8,5,8,3,4,8,3,2,6,5,2,3,4,6,4,7,6,5,7,4,7,6,3,2,2,4,6,4,5,4,1,1,1,0,0,0,0,1,3,2,2,3,2,8,7,4,6,4,1,0,1,2,4,5,3,3,2,4,5,6,6,2,2,2,2,1,3,3,3,3,1,2,3,5,4,3,3,5,4,1,1,0,1,0,0,0,0,0,0,1,2,3,4,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0
T742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,2,1,0,0,0,1,1,1,1,2,1,1,2,2,0,3,2,0,2,4,1,2,2,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0,3,3,3,2,2,2,0,0,0,0,1,1,3,1,1,3,1,1,2,1,1,1,3,3,1,4,4,3,2,2,6,3,2,3,5,1,1,1,1,2,3,3,3,4,2,2,3,6,2,0,1,3,4,2,2,1,3,4,1,0,2,7,5,6,6,3,2,4,3,0,1,3,4,6,3,5,4,0,3,4,3,3,4,3,2,2,0,0,1,2,3,2,2,1,1,5,5,4,4,2,2,2,0,1,2,3,1,1,1,2,3,1,2,2,1,2,1,1,0,0,1,1,1,1,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,1,1,1,3,3,3,2,1,1,0,0,2,2,1,1,1,2,2,2,1,2,2,1,2,2,2,1,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,2,1,1,1,1,1,1,2,2,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,2,2,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,2,0,0,0,1,1,0,0,1,1,0,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1
T743,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,2,4,4,0,1,4,6,3,1,1,1,0,0,2,2,0,1,1,2,2,2,2,1,2,3,5,3,1,0,0,1,1,1,2,3,3,3,4,5,6,4,3,7,6,2,3,5,4,2,6,4,4,6,3,2,2,2,1,2,5,4,1,2,2,4,4,5,5,5,6,6,6,4,4,6,5,7,4,3,2,3,3,2,0,1,0,2,3,2,3,2,0,1,1,0,1,2,1,1,1,0,1,3,3,3,1,1,1,2,3,3,2,2,2,1,3,1,2,1,1,1,0,2,2,2,2,1,1,0,1,1,1,2,1,1,3,3,0,2,3,1,1,2,0,0,1,2,1,0,1,2,2,1,1,2,1,0,0,0,1,2,1,1,2,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,2,2,2,3,1,1,2,2,3,3,4,3,0,2,3,2,2,1,5,5,5,5,3,3,3,2,0,1,2,1,3,3,2,4,3,1,3,3,1,2,2,1,1,2,2,2,2,6,6,3,3,1,3,4,5,4,5,4,2,2,1,3,6,2,4,6,4,7,6,6,7,6,4,4,7,4,1,1,0,2,6,6,3,1,2,2,4,4,2,1,1,2,3,1,2,2,1,0,3,4,1,3,4,4,5,3,0,0,0,2,3,3,2,1,1,3,1,0,0,2,2,1,0,2,2,1,2,0,3,3,1,1,1,1,0,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,2,1,0,1,0,0,0,0,2,1,0,0,0,0,0,0,1,1,2,2,5,3,1,2,3,1,1,1,2,1,1,2,1,0,4,5,4,8,7,7,5,6,5,2,4,3,3,2,3,3,3,3,2,1,1,0,1,3,2,3,4,2,1,1,1,1,1,2,3,4,1,0,2,3,1,4,1,1,1,1,1,3,4,3,6,6,3,2,1,1,2,2,5,5,4,7,7,7,3,5,5,2,4,2,1,2,3,1,1,1,0,1,2,3,3,3,2,1,1,1,3,2,3,2,4,3,2,2,2,1,2,5,4,5,3,1,0,1,1,1,4,4,3,2,2,1,1,1,0,0,0,2,4,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T746,0,0,0,0,0,0,1,2,2,0,1,1,0,0,0,0,0,2,3,3,2,0,1,1,2,1,0,1,1,0,0,1,2,0,0,0,2,1,0,1,2,2,3,3,2,1,2,3,1,1,1,1,3,7,4,5,1,0,4,3,2,3,2,1,1,2,4,2,1,3,0,1,1,1,1,1,1,2,2,1,1,2,3,1,0,0,2,3,0,0,1,5,4,1,3,4,4,3,5,8,7,9,6,0,1,2,2,5,7,1,3,8,8,6,6,5,2,1,0,2,1,2,2,2,4,2,1,3,2,5,2,1,3,1,1,1,0,0,2,1,4,2,0,1,2,2,1,2,1,2,2,1,1,3,2,2,0,0,1,1,1,2,1,0,4,2,0,1,3,2,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,2,2,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,2,1,1,0,2,3,5,4,1,1,0,1,2,1,1,1,1,1,0,1,2,2,2,2,2,3,1,1,1,1,0,1,2,2,4,5,5,3,0,1,0,1,1,0,2,3,5,3,1,1,3,3,2,1,3,6,9,10,7,7,5,10,9,8,7,2,3,3,2,1,2,2,2,3,7,6,5,6,5,6,6,7,3,5,6,4,4,6,4,3,5,5,5,6,5,4,3,1,2,3,3,2,1,1,3,3,5,4,1,3,2,1,2,2,4,5,5,3,1,1,2,3,3,2,2,2,1,1,2,3,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T748,8,7,5,4,4,4,3,1,5,9,12,8,8,11,10,11,13,14,8,5,7,8,9,7,8,6,5,6,6,5,2,1,2,3,6,4,4,5,2,2,3,3,4,3,0,1,1,1,3,2,0,0,2,2,0,1,2,1,1,3,0,1,2,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,2,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,3,2,2,2,1,1,1,1,0,0,1,1,0,0,0,2,3,2,0,0,1,1,2,2,1,1,1,0,0,1,0,1,2,2,3,2,1,0,0,0,0,0,0,1,0,0,0,2,1,1,1,0,1,2,4,3,1,1,2,2,1,1,2,1,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,2,2,2,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,4,0,0,0,0,0,0,4,2,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,9,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0
T749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,0,1,1,0,0,2,2,0,0,0,0,0,1,1,2,1,0,2,3,2,5,3,1,1,2,1,1,3,2,1,1,1,1,2,2,1,0,1,1,0,1,1,1,0,0,0,1,3,2,3,1,0,1,0,0,0,0,0,0,0,1,2,2,1,0,1,1,0,1,1,0,0,0,0,1,2,2,0,0,1,1,0,0,1,1,0,2,2,2,3,3,0,3,2,1,1,1,2,4,5,5,3,2,3,3,4,2,1,2,1,0,1,2,4,4,3,2,1,4,2,1,2,3,6,6,6,4,3,3,0,1,2,2,3,3,4,5,2,0,0,1,2,1,0,1,1,1,3,3,1,2,2,1,1,0,0,1,1,2,4,3,3,2,0,0,2,2,0,0,0,1,1,0,0,1,1,2,3,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
